id,word,n,tf,idf,tf_idf
138,resetting,1,0.2,3.7784916128036232,0.7556983225607247
22,joint,1,0.2,3.66070857714724,0.7321417154294481
22,stiffness,1,0.2,3.66070857714724,0.7321417154294481
121,dull,1,0.2,3.66070857714724,0.7321417154294481
131,joint,1,0.2,3.66070857714724,0.7321417154294481
131,stiffness,1,0.2,3.66070857714724,0.7321417154294481
119,recently,1,0.2,3.5553480614894135,0.7110696122978828
155,recently,1,0.2,3.5553480614894135,0.7110696122978828
196,won,1,0.2,3.5553480614894135,0.7110696122978828
151,lasts,1,0.16666666666666666,4.248495242049359,0.7080825403415598
151,sensation,1,0.16666666666666666,4.248495242049359,0.7080825403415598
221,4g,1,0.16666666666666666,4.248495242049359,0.7080825403415598
221,dashboard,1,0.16666666666666666,4.248495242049359,0.7080825403415598
221,freezes,1,0.16666666666666666,4.248495242049359,0.7080825403415598
221,instantly,1,0.16666666666666666,4.248495242049359,0.7080825403415598
221,loads,1,0.16666666666666666,4.248495242049359,0.7080825403415598
140,chest,1,0.25,2.8134107167600364,0.7033526791900091
240,insomnia,1,0.2,3.4600378816850887,0.6920075763370178
329,insomnia,1,0.2,3.4600378816850887,0.6920075763370178
17,reset,2,0.15384615384615385,4.471638793363569,0.6879444297482414
114,ability,1,0.16666666666666666,4.0661736852554045,0.6776956142092341
114,concentrate,1,0.16666666666666666,4.0661736852554045,0.6776956142092341
176,disappeared,1,0.16666666666666666,4.0661736852554045,0.6776956142092341
346,disappeared,1,0.16666666666666666,4.0661736852554045,0.6776956142092341
138,password,1,0.2,3.373026504695459,0.6746053009390919
329,daily,1,0.2,3.373026504695459,0.6746053009390919
329,life,1,0.2,3.373026504695459,0.6746053009390919
197,back,1,0.25,2.6798793241355137,0.6699698310338784
328,idea,2,0.2222222222222222,2.9675613965872945,0.6594580881305099
9,tightness,1,0.2,3.2929837970219227,0.6585967594043846
121,persistent,1,0.2,3.2929837970219227,0.6585967594043846
121,tightness,1,0.2,3.2929837970219227,0.6585967594043846
138,log,1,0.2,3.2929837970219227,0.6585967594043846
155,tightness,1,0.2,3.2929837970219227,0.6585967594043846
240,worsening,1,0.2,3.2929837970219227,0.6585967594043846
56,logs,1,0.16666666666666666,3.912023005428146,0.6520038342380243
56,randomly,1,0.16666666666666666,3.912023005428146,0.6520038342380243
68,crashing,1,0.16666666666666666,3.912023005428146,0.6520038342380243
112,crashing,1,0.16666666666666666,3.912023005428146,0.6520038342380243
338,logs,1,0.16666666666666666,3.912023005428146,0.6520038342380243
338,randomly,1,0.16666666666666666,3.912023005428146,0.6520038342380243
161,save,1,0.14285714285714285,4.471638793363569,0.6388055419090812
197,pain,1,0.25,2.5257286443082556,0.6314321610770639
298,started,1,0.25,2.5257286443082556,0.6314321610770639
65,abdominal,1,0.2,3.1498829533812494,0.6299765906762499
65,cramps,1,0.2,3.1498829533812494,0.6299765906762499
119,abdominal,1,0.2,3.1498829533812494,0.6299765906762499
119,cramps,1,0.2,3.1498829533812494,0.6299765906762499
131,comes,1,0.2,3.1498829533812494,0.6299765906762499
196,email,1,0.2,3.1498829533812494,0.6299765906762499
196,system,1,0.2,3.1498829533812494,0.6299765906762499
206,numbness,1,0.2,3.1498829533812494,0.6299765906762499
280,comes,1,0.2,3.1498829533812494,0.6299765906762499
56,resetting,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
71,despite,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
71,updating,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
112,resetting,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
176,resetting,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
268,resetting,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
323,device,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
323,use,1,0.16666666666666666,3.7784916128036232,0.6297486021339371
196,verification,1,0.2,3.0853444322436783,0.6170688864487357
74,wrong,1,0.16666666666666666,3.66070857714724,0.6101180961912066
205,dull,1,0.16666666666666666,3.66070857714724,0.6101180961912066
221,happens,1,0.16666666666666666,3.66070857714724,0.6101180961912066
268,wrong,1,0.16666666666666666,3.66070857714724,0.6101180961912066
281,migraine,1,0.16666666666666666,3.66070857714724,0.6101180961912066
308,joint,1,0.16666666666666666,3.66070857714724,0.6101180961912066
308,stiffness,1,0.16666666666666666,3.66070857714724,0.6101180961912066
